Kod stacji;DsJelw05;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsSwidRynekArch;DsWrocWie;KpCiechoTezniowa;KpSadlog;KpSwiecGruczno;KpSwiecKolejowa;KpTorunDziewulsk;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbDorohWIOS;LbLublinPiel;LbLublin_Sliwins_5;LbZamoscHrubieszowsk;LdKutnoWIOSMWilcza;LdLodzWSSEMWodna40;MpAndrycWSSEKrak1801;MpBochniWSSESoln0102;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpKrakowWSSERPod6113;MpNoTargWSSESzaf1102;MpOswiecWSSEWiez1301;MpTarnowWSSEMosc6301;MpWielicWIOSNiep1904;MzCiechStrazacka;MzOstrolTargowa;MzWarszBernWoda;MzWarszKrucza;MzWarszZelazWSSE;OpKkozle243;OpOpole45p;OpPrud189p;PdBialyLegionowa8;PdLomzaKopernika16;PdSuwPulaski;PkJasloWIOSFlor;PkPrzemWIOSPDom;SkChecBiaZag;SkKielJagiel;SkOzarowMiec;SkOzarowOsWz;WmOlsztyWSSE_Zolnier;WpKonin31018;WpLeszno411000;WpPila5710111;WpPoznan63117;ZpGryfWiduchowa003;ZpSzczWSSESped6
37725;15,792;52,2;36;0;0;40,9;0;82;42;26;61;0;19;19;0;47;0;36,9;0;37;31;39;14;68,083;41;33;25;6;0;0;47;102,7;27;56,7;34;66;0;0;0;0;0;42;103;35;0;24;29;87,9;0;0;72;27;0;34
37726;10,708;56,3;29;0;0;41,8;0;38;25;26;53;0;18;15;7,3;45;0;39,2;0;42;31;42;5;74,542;36;25;29;0;2;0;65;108,6;29;29,3;51;0;37;0;0;107,6;27,1;33;101;34;0;33;30;0;0;21;76;26;0;36
37727;10,583;106,7;23;0;0;43,8;0;0;30;26;53;48,1;14;23;0;40;0;61,3;63;39;39;45;14;67,083;33;31;32;15;10;0;49;76,2;42;25,6;52;0;0;0;0;0;0;37;93;31;0;41;39;37,1;0;0;86;43;0;66
37728;8,542;105,1;65;0;0;43,3;0;0;38;25;32;0;24;15;8,9;53;0;83,6;74;54;32;28;13;78,292;44;18;38;13;0;0;36;68,5;46;36,6;61;35;48;68;0;96,9;55,5;0;0;37;0;0;0;29,3;0;42;0;24;0;69
37729;5,5;0;32;0;0;0;0;0;6;8;31;29,7;9;30;0;71;66,2;0;98;56;35;17;0;61,458;48;26;12;24;6;0;54;68,9;58;38,4;60;0;0;0;0;0;0;0;0;55;0;0;0;28,9;0;0;0;33;0;33
37730;14,167;0;0;0;0;0;0;0;0;31;0;0;0;0;8,3;94;0;0;0;90;24;14;19;116,042;95;26;17;9;8;0;63;81;21;87,8;0;0;0;0;0;117,4;15,1;0;0;98;0;0;0;55,2;0;60;0;68;0;66
37731;19,75;0;0;0;0;0;0;0;0;27;0;0;0;0;0;50;0;0;0;0;18;14;12;100,708;72;26;18;6;8;0;34;59,1;90;42,1;0;0;0;0;0;0;0;0;0;71;0;0;0;29,7;0;0;132;49;0;66
37732;14,208;0;64;0;0;0;0;0;0;19;0;0;0;0;7,8;42;0;0;0;0;24;28;18;77,458;51;26;25;18;10;0;49;49,8;54;67,7;0;0;0;0;0;81,9;0;0;76;72;0;30;37;23,3;0;0;0;36;0;38
37733;8,208;66,1;45;0;0;45;0;0;0;18;46;0;54;11;0;53;0;41;58;41;23;11;17;65,958;48;16;50;15;0;0;29;57,9;51;43,9;44;68;53;66;0;0;0;43;76;36;0;33;26;30,9;51;0;43;23;0;41
37734;7,792;51,1;49;0;0;43,8;0;0;0;22;51;0;44;14;10,1;43;0;46,4;64;44;35;22;33;46,917;29;24;23;33;6;0;39;84,1;59;27,5;48;0;0;0;0;94,7;48,5;26;51;34;0;23;24;39,2;64;55;71;37;0;68
37735;9,833;79,8;35;0;0;64,9;0;0;22;22;61;53;46;23;0;64;0;57;66;42;29;14;34;62,75;43;28;26;45;6;0;36;55,4;57;47,6;51;0;66;0;0;0;0;0;0;36;0;39;46;45,9;0;0;62;32;0;49
37736;10,833;0;64;0;0;56,9;0;0;16;0;38;0;35;16;12,3;36;0;33,8;42;24;33;29;26;75;77;22;18;45;5;0;25;34,2;26;51,2;36;0;0;0;0;60,2;21,7;0;0;34;0;32;29;0;0;44;0;22;0;45
37737;9,667;0;45;0;0;40,5;0;0;21;0;0;0;0;0;0;44;0;44;45;41;26;17;0;81,167;55;22;0;13;5;0;28;40,9;28;34,6;45;0;0;0;0;0;0;0;0;31;0;40;36;0;75;0;75;29;0;32
37738;4,375;0;23;0;0;17,2;0;0;4;11;0;0;0;15;8,9;27;0;25,6;26;0;14;0;7;42,625;47;22;0;6;0;0;32;45,4;35;40,3;29;21;16;30;0;32,6;50,3;0;0;26;0;25;17;34,4;0;12;0;11;0;14
37739;3,083;32,7;43;0;0;28,8;0;0;7;10;44;0;11;0;0;31;0;26,4;54;33;22;8;14;38,682;27;29;18;13;5;0;27;33,3;24;14,6;33;0;0;0;0;0;0;19;51;19;0;23;26;21,3;0;0;0;22;0;16
37740;3,333;58,1;35;0;0;80,9;0;0;15;18;34;0;8;0;9,3;32;0;29,7;39;38;29;17;23;52,792;40;18;19;17;6;0;16;44,5;39;20,1;38;0;0;0;0;66,1;23,9;22;50;30;0;20;20;0;0;16;23;21;0;26
37741;5,125;0;22;0;0;0;0;0;1;12;34;18,7;14;0;0;41;0;0;0;30;12;8;11;62,042;39;11;12;0;3;0;28;66,4;0;47,6;0;0;0;0;0;0;0;0;34;21;0;0;0;0;0;0;0;27;0;0
37742;3,792;0;32;0;0;0;0;0;0;11;0;0;19;0;7,1;33;0;0;37;16;10;14;12;40,5;29;11;0;0;0;0;34;79,3;0;38,4;0;0;0;0;0;34,5;14,2;0;0;14;0;0;0;10,9;0;14;76;0;0;0
37743;3,792;0;0;0;0;0;0;0;0;11;0;0;8;0;0;41;0;0;40;31;15;15;5;43,917;26;11;0;0;0;0;42;60,8;0;43,9;0;40;30;44;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0
37744;4,667;0;0;0;0;0;0;0;0;19;0;0;0;9;8,3;21;0;0;33;20;38;11;0;39,542;29;11;0;0;0;0;16;33,6;0;45,7;33;0;0;0;0;51,5;15,6;0;0;19;0;0;0;0;43;14;0;0;0;0
37745;6,208;0;0;0;0;0;0;0;0;17;0;0;0;9;0;26;0;0;43;38;28;3;5;34,208;25;11;0;0;0;0;14;36,9;0;14,6;33;0;0;0;0;0;0;0;0;12;0;14;16;0;0;0;0;0;0;0
37746;3,833;66,9;20;0;0;33,7;0;0;0;12;26;0;18;10;8,3;33;40,1;32,8;45;23;0;8;16;55,833;34;18;26;10;0;0;11;31,3;0;16,5;33;0;0;0;0;117,3;25,7;22;49;23;0;16;16;0;0;26;0;0;0;0
37747;7,792;80,9;19;0;0;71;0;0;0;22;75;28,6;15;15;0;41;36,6;51,7;55;71;20;14;17;72;47;16;15;13;0;0;16;49;0;25,6;50;0;0;0;0;0;0;25;67;28;0;32;37;0;60;0;52;36;0;0
37748;4,792;73,9;47;0;0;35;0;0;0;17;31;0;16;14;11,6;38;8,1;38;55;21;16;15;5;57,375;45;15;17;6;0;0;29;51,5;43;22;36;72;32;79;0;47,8;25;38;83;44;0;36;30;0;0;0;43;31;0;0
37749;7,958;124;35;0;0;48,5;0;0;0;19;34;38;25;17;0;41;33,1;49,4;15;39;16;23;11;74,667;33;12;0;6;0;0;31;52,5;34;27,5;36;0;0;0;0;0;0;0;0;42;0;30;25;0;0;0;53;32;0;39
37750;7,208;0;15;0;0;29;0;0;0;18;48;0;27;17;10,8;61;38,3;51,9;0;32;16;4;11;66,25;45;14;8;8;0;0;25;45,7;28;16,5;39;0;0;0;0;51;31,5;0;0;38;0;49;35;0;0;36;40;31;0;26
37751;6,917;0;19;0;0;29,8;0;0;0;9;0;0;0;21;0;44;23,6;38,8;0;22;9;9;11;53,708;35;14;7;6;0;0;24;35,5;26;82,3;39;0;37;0;0;0;0;0;0;32;0;27;29;0;0;0;0;24;0;23
37752;6,75;0;46;0;0;21,9;0;0;0;8;0;0;0;0;8,8;27;28,9;22,1;0;8;7;4;11;68,958;54;14;8;0;0;0;21;41,2;25;60,4;29;0;0;0;0;55,8;22,2;0;0;44;0;20;19;0;0;28;0;25;0;24
37753;6,167;37,2;35;0;0;26,1;0;0;0;19;28;0;19;14;0;43;26,9;26,9;0;27;7;14;11;50,609;38;15;10;3;0;0;33;43,7;23;31,1;55;10;35;32;0;0;0;31;40;25;0;24;29;0;36;0;48;24;0;30
37754;0;32,8;27;0;0;13,6;0;0;0;16;30;0;0;10;10,3;29;30,9;18,1;0;5;44;8;0;54,958;30;11;7;0;0;0;32;50,9;24;32,9;29;0;0;0;0;112,1;30,1;18;45;33;0;21;25;0;0;24;31;17;0;15
37755;4,391;44,9;27;0;0;17,9;0;0;0;9;28;39,3;0;3;0;28;19,6;8,4;0;23;23;0;6;33,125;19;6;6;9;0;0;18;0;19;18,3;29;0;0;0;0;0;0;14;15;8;0;15;13;0;0;0;34;15;0;18
37756;3,333;44,6;24;0;0;14,6;20,3;0;0;14;28;0;7;3;6,3;18;10,9;8,8;33;9;9;5;18;34,478;21;9;5;0;0;0;15;14,3;9;20,1;21;0;23;0;0;25,6;29,4;0;0;14;0;13;14;25,5;0;14;23;15;0;17
37757;4,583;0;27;0;0;21,4;0;0;0;19;30;28,2;16;7;0;18;19,4;13;43;17;23;20;26;45,083;30;17;9;13;0;0;14;53,3;11;20,1;26;0;0;0;0;0;0;0;0;12;0;14;8;0;0;0;0;23;0;18
37758;5,792;0;33;0;0;29,8;21,81;39,5;0;12;0;0;0;10;7,8;27;22,8;34,1;50;14;0;8;5;41,333;30;17;0;4;0;0;23;27;10;31,1;27;23;32;32;0;40,8;0;0;0;45;0;16;16;0;0;14;0;18;0;27
37759;5,167;0;22;0;0;19,1;0;27,4;0;12;0;0;0;0;0;26;26,4;27,7;31;17;0;6;0;39;32;17;0;3;0;0;18;12,6;15;43,9;27;0;0;0;0;0;0;0;0;23;0;23;25;0;0;0;32;12;0;16
37760;3,792;15,9;27;0;0;23,9;18,1;15,5;0;8;33;0;5;7;8,2;28;24,9;32,2;35;14;0;8;5;42,042;28;10;18;0;0;0;18;14,8;10;25,6;22;0;0;0;0;83,1;20,3;22;48;0;0;18;23;0;0;14;19;10;0;12
37761;2,958;0;24;0;0;12;0;18,5;0;13;47;33,6;7;8;0;22;21,3;18,5;50;12;5;14;6;37,682;25;10;11;6;0;0;17;27;25;22;23;0;26;0;0;0;0;16;39;0;0;18;13;0;0;0;0;20;0;19
37762;3,083;0;30;0;0;22,2;0;18,2;0;10;35;0;7;3;7;13;18,9;7,9;33;14;5;6;12;29,476;17;16;20;9;0;0;23;33,4;70;22;24;0;0;0;0;30,3;15,5;12;20;0;0;14;14;0;55;17;44;34;0;16
37763;2,708;159,8;30;0;0;26,1;0;25,6;0;13;12;52,5;3;7;0;19;14,5;11,2;45;17;5;6;21;40,625;36;28;0;27;0;0;28;31,6;29;25,6;34;49;0;36;0;0;0;0;0;20;0;13;15;0;27;0;0;31;0;15
37764;5,417;0;16;0;0;25,2;20,77;28,2;0;15;80;0;6;7;6,4;22;21,8;24,8;49;48;7;15;11;60,458;43;19;12;13;0;0;25;0;48;14,6;40;0;40;0;0;33,7;20,2;0;0;25;0;21;30;13,7;0;7;0;21;0;18
37765;4,167;0;32;0;0;0;0;33,6;0;16;0;0;0;0;0;25;26,4;24,2;0;21;1;11;5;68,292;38;19;8;6;0;0;24;0;43;56,7;28;0;0;0;0;0;0;0;0;51;0;18;23;15,4;0;0;45;23;0;24
37766;7,917;0;33;0;0;0;0;20,8;0;23;0;0;0;18;7,4;36;28,3;36,1;49;35;5;20;0;63,75;32;19;8;8;0;0;27;0;24;20,1;37;0;0;0;0;0;13,5;0;0;36;0;20;24;31,3;0;20;0;15;0;24
37767;6,083;141,6;29;0;0;26;0;39,5;0;15;78;0;4;21;0;55;42;41,4;50;36;14;14;6;80,583;49;11;10;3;0;0;20;0;31;54,9;0;0;0;0;0;0;0;38;71;51;0;29;39;10,9;40;0;0;15;0;24
37768;5,208;37,5;13;0;0;23,7;0;12,5;0;9;19;0;3;16;8;36;38,6;31,6;33;15;19;8;5;72,826;44;11;19;9;0;0;15;54,3;33;20,1;0;23;30;45;0;25,1;11,9;45;70;37;0;37;31;2,7;0;9;33;20;0;33
37769;3,583;64,5;27;0;0;27,1;0;14,4;0;9;17;26,8;3;9;0;22;24,3;24;0;18;9;6;6;49,542;26;11;9;8;0;0;9;39,8;42;14,6;0;0;0;0;0;0;0;22;49;17;0;25;23;8,3;25;0;4;15;0;31
37770;4;63,8;34;0;0;27,3;0;14,8;0;12;17;0;4;11;6,3;26;23,9;22,8;53;36;10;18;5;50,792;23;11;8;1;0;0;15;54,2;32;16,5;0;0;28;0;0;49,7;12,1;0;0;13;0;0;0;28,4;44;15;0;20;0;25
37771;6,208;0;42;0;0;46,9;0;26,3;33;20;23;31,7;5;12;0;27;33,9;45,4;48;90;2;11;6;60,375;36;11;5;18;0;0;36;44,5;46;21,9;0;0;0;0;0;0;0;0;0;26;0;0;0;12,6;0;0;0;53;0;47
37772;7,917;0;33;0;0;32,7;0;31,9;22;19;53;0;0;7;7,2;27;0;38,8;52;77;0;20;5;55,913;46;11;0;8;0;0;21;30;54;36,6;0;0;0;0;0;24,4;17,6;0;0;43;0;0;0;10,1;0;22;60;35;0;26
37773;5,75;0;16;0;0;31,5;0;55,2;11;7;17;0;0;0;5,2;22;27,6;21,6;0;0;10;15;6;44,417;27;0;0;4;0;0;7;14,7;31;11;0;36;33;51;0;30,3;14,1;0;0;31;0;0;0;5,6;0;8;0;0;0;23
37774;7,167;97,5;33;0;0;48,3;0;14,4;16;12;17;0;43;19;0;27;25,6;32,9;49;25;15;24;10;53,458;30;0;15;1;0;0;24;33,8;61;32,9;0;0;0;0;0;0;0;24;45;29;0;20;20;12,3;0;0;36;0;0;33
37775;12;104,2;37;0;0;52,4;0;22,1;22;18;22;0;4;13;6,3;26;26,6;26,7;50;31;38;22;12;60,958;32;0;9;6;0;0;15;33,6;40;22;0;0;0;0;0;31,4;11,2;20;55;33;0;27;17;24,1;47;30;48;0;0;43
37776;10,917;81,6;42;0;0;45,2;31,05;26,1;24;15;24;27,6;7;10;0;26;28,3;35;10;31;28;20;10;69,792;33;0;12;8;0;0;27;36,9;20;14,6;0;0;41;0;0;0;0;24;51;47;0;25;20;20;0;0;61;43;0;44
37777;9,25;76,3;48;0;0;32,8;0;37,5;28;34;44;0;7;21;7,7;42;39,5;40,7;0;46;0;15;13;56,739;42;0;6;11;0;0;35;31,3;25;21,9;0;0;0;0;0;83,1;26,9;0;0;41;0;32;36;19,9;39;8;60;27;0;31
37778;6,708;0;30;8,8;0;45;27,62;17,2;0;17;24;29;0;9;0;26;37,8;24;0;30;20;9;6;65,5;46;0;8;9;0;0;19;0;20;18,3;0;29;30;34;0;0;0;0;0;37;0;29;23;13,7;54;0;0;27;0;21
37779;6,917;0;21;13,77;0;0;0;16,4;0;15;31;0;0;12;7,9;32;28;27,6;0;26;16;11;5;41,19;26;0;45;13;0;0;28;0;14;42,1;0;0;0;0;0;34,9;14,7;0;0;20;0;32;28;34,8;0;24;40;30;0;27
37780;8,75;0;35;10,64;0;0;21,77;21,9;0;20;33;0;0;11;0;16;26,3;18,3;0;0;16;14;24;42,083;35;0;10;27;0;0;25;0;24;14,6;0;0;0;0;0;0;0;0;0;37;0;24;26;20,1;0;0;0;16;0;21
37781;6,375;100;33;7,88;0;25,2;0;27,4;0;23;49;0;3;17;6,7;31;32,3;16,5;0;29;16;22;19;49,625;36;0;9;51;0;0;27;0;9;18,4;0;0;41;0;0;79,8;13,5;18;41;21;0;39;29;22,2;0;21;50;26;0;14
37782;6,667;143,4;28;17,06;0;31;0;22,2;0;17;34;28,1;5;19;0;32;32;29,3;54;32;9;20;18;45,13;34;0;20;10;0;0;26;25,5;15;16,5;0;0;0;0;0;0;0;24;43;38;0;38;33;14,8;0;0;38;29;0;23
37783;7,708;80,5;55;11,17;0;36,2;0;38,6;29;31;38;0;3;12;4,6;29;37,5;25,5;53;38;7;9;11;55,917;35;0;10;11;0;0;29;29,8;43;27,4;0;30;37;56;0;74,4;31,1;25;45;70;0;33;29;20;0;32;63;28;0;23
37784;7,042;42,4;31;17,39;0;23,7;15,26;19,7;0;21;34;62,3;3;16;0;37;38,9;27,2;64;38;7;14;11;52,667;36;0;6;9;0;0;37;36,1;31;76,8;0;0;0;0;0;0;0;0;0;32;0;65;16;23,4;0;0;45;36;0;23
37785;8;0;18;7,89;0;19,8;0;15,4;0;21;39;0;2;9;5;23;30,1;19;44;23;44;9;5;45,292;30;0;11;10;0;0;19;31,4;23;43,9;0;0;0;0;0;56,2;14;0;0;79;0;19;22;17,8;0;23;0;13;0;17
37786;5,25;0;29;13,57;0;16,4;18,86;13,4;13;12;25;0;0;0;0;29;27,4;24,6;33;23;23;8;11;34,125;28;0;0;6;0;0;23;14,8;14;16,5;0;0;25;0;0;0;0;0;0;23;0;32;17;11,1;0;0;32;28;0;15
37787;5,542;0;22;5,74;0;21,3;0;11,7;14;11;18;0;0;7;8,3;19;28,9;20,7;0;0;9;15;10;45,042;32;0;0;11;0;0;25;6,3;23;18,3;0;0;0;0;0;43,5;13,9;0;0;21;0;36;13;26,6;0;22;0;25;0;16
37788;4,833;27,9;17;0;0;42,9;0;12,5;10;11;15;0;30;3;0;16;19,7;8,1;0;17;23;15;11;53,182;25;0;9;9;0;0;11;12,6;8;11;0;27;31;40;0;0;0;13;21;15;0;14;0;12,2;0;0;24;27;0;23
37789;5,083;40,3;28;0;0;22,8;0;10,9;11;10;17;0;36;3;6,9;19;18,7;14,7;0;19;0;12;5;44,043;22;0;8;7;0;0;16;25;20;5,5;0;0;0;0;0;30,5;21,1;15;20;16;0;0;0;10,4;20;16;0;16;0;18
37790;6,625;0;0;0;0;0;8,69;12,7;12;8;16;54,9;29;0;0;15;31;0;29;28;0;11;13;63,625;32;0;8;6;0;0;28;31,5;26;11;0;0;0;0;0;0;0;0;31;60;0;0;0;13;0;0;0;23;0;20
37791;6,542;0;0;0;0;0;0;24,4;20;18;31;0;29;0;6,6;22;0;0;30;0;0;1;5;43,391;29;0;5;8;0;0;26;0;21;32,9;0;0;0;0;0;38,5;25;0;0;47;0;0;0;27,3;0;19;49;20;0;7
37792;2,75;0;32;0;0;0;10,58;10,4;0;11;16;0;24;0;0;15;0;0;23;25;5;1;5;37,217;18;0;0;3;0;0;12;16,9;38;16,5;0;0;0;0;0;0;0;0;0;19;0;0;15;8,4;33;0;0;5;0;5
37793;3,5;0;30;0;0;0;0;9,2;0;10;12;0;0;3;5,3;14;0;0;15;19;5;3;6;29,238;13;0;0;3;0;0;13;23;42;42,1;0;14;15;29;0;0;10,5;0;0;7;0;16;6;11,5;22;34;0;11;0;6
37794;3,083;0;20;0;0;0;19,86;7,4;0;10;13;0;0;3;0;14;0;0;26;0;5;0;5;28,792;15;0;0;1;0;0;14;0;44;25,6;0;0;0;0;0;0;0;0;0;8;0;10;6;4,7;0;0;0;13;0;15
37795;6,375;58,8;24;0;0;23,6;0;28;18;14;18;0;18;6;5,6;22;22;18,7;48;33;7;4;5;47,833;26;0;8;6;0;0;26;0;23;25,6;0;0;0;0;0;0;29,8;17;0;25;0;16;17;8,3;0;8;30;12;0;14
37796;7,333;45,5;63;0;0;27,9;0;15,3;16;17;31;52,6;20;23;0;29;29,4;28,2;43;27;1;8;11;52,174;31;0;9;3;0;0;18;40,3;26;25,6;0;0;25;0;0;0;0;24;0;25;0;22;22;9,6;0;0;24;18;0;8
37797;4,167;42,9;29;0;0;21,7;0;7,1;8;9;13;0;17;3;5,5;20;25,1;13,9;25;17;5;3;6;47,458;30;0;5;8;0;0;9;14,6;25;21,9;0;0;0;0;0;26,5;14,8;17;0;17;0;16;10;3,9;0;1;0;10;0;10
37798;4,375;37,2;22;0;0;16,1;17,6;15,2;12;10;19;47,4;19;11;0;20;19,2;11,6;32;24;14;4;6;41,708;21;0;7;6;0;0;17;36,1;37;36,6;0;14;18;30;0;0;0;0;0;11;0;14;13;27,1;34;0;25;15;0;17
37799;0;0;26;0;0;23,9;0;17,2;17;17;31;0;21;12;7,9;17;0;11,6;44;22;19;15;10;53,043;12;0;3;6;0;0;15;29,5;25;23,8;0;0;0;0;0;32,4;23,9;0;0;18;0;15;18;13,8;0;23;0;19;0;18
37800;4,083;0;28;0;0;42,5;10,02;12,4;15;16;23;0;0;0;0;16;0;14,6;41;21;9;14;16;48,391;30;0;7;9;0;0;12;23,3;30;22;0;0;0;0;0;0;0;0;0;12;0;21;18;9,6;0;0;0;21;0;13
37801;4,167;0;29;0;0;21;0;16,6;19;19;21;0;0;10;6,5;15;0;26,8;42;0;10;11;6;53,391;28;0;10;4;0;0;13;32,3;21;29,3;0;0;0;0;0;36,7;27,2;0;0;19;0;17;14;4,6;32;7;45;8;0;13
37802;6,583;12,4;36;0;0;30;20,77;18,4;22;21;30;0;14;9;0;32;0;54;0;33;2;14;18;60,417;35;0;56;9;0;0;29;0;27;25,6;0;0;0;0;0;0;0;25;0;27;0;25;27;26,6;0;0;0;15;0;16
37803;7,5;45,3;20;0;0;17,7;0;24,7;23;15;37;0;8;11;6,1;31;33,5;36,8;27;44;17;0;6;70,083;0;0;11;15;0;0;29;41,1;20;16,5;37;0;20;34;0;34,3;41,1;23;0;0;0;29;27;3;25;41;12;26;0;25
37804;4,833;33,1;25;0;8;8,6;26,05;13,8;13;15;17;21,4;3;10;0;17;22,2;43,2;26;31;10;0;17;31,304;0;0;7;18;0;0;9;0;27;38,4;18;0;0;0;0;0;0;15;0;0;0;17;13;7,1;0;0;0;24;0;18
37805;4,333;37,3;22;0;4;0;0;22,6;15;15;18;0;3;8;8,3;17;23,5;24,8;34;27;24;0;19;42,565;19;0;8;20;0;0;13;0;16;25,6;22;0;0;0;0;39,1;37,6;0;0;0;0;20;14;14,4;0;0;28;12;0;18
37806;6;0;21;0;12;18,1;15,59;26,1;14;12;22;26,2;3;9;0;20;22,8;21,3;17;24;0;0;5;42,136;14;0;5;13;0;0;5;12,9;19;32,9;28;0;0;0;0;0;0;0;0;22;0;39;24;10,5;0;0;0;19;0;11
37807;3,625;0;12;0;1;0;0;16,1;10;9;14;0;0;6;7,1;16;25,7;15,5;17;7;0;0;5;41,348;0;0;0;13;0;0;7;0;20;18,3;16;0;0;0;0;24,2;33,7;0;0;21;0;16;16;10,2;26;0;16;18;0;13
37808;3,042;0;7;0;3;0;16,65;6,8;11;10;11;0;0;0;0;11;15,8;9,7;26;9;0;0;6;26,292;0;0;0;13;0;0;6;0;18;9,1;12;0;0;21;0;0;0;0;0;11;0;7;3;7,7;0;0;0;13;0;15
37809;3,875;56,5;19;0;9;15,3;0;10,6;11;10;15;0;16;7;7;17;19;14,1;26;15;12;0;6;33,348;0;0;0;15;0;0;5;0;9;18,3;16;0;0;0;0;19,8;25,4;12;0;18;0;23;8;23,3;26;0;17;21;0;20
37810;8,875;33,1;29;0;13;21,8;0;10,8;16;17;13;0;38;12;0;20;19;22,9;31;18;7;0;6;40,5;0;0;0;15;60;0;14;14,8;4;32,9;21;0;24;0;0;0;0;16;0;23;0;12;11;21,5;0;0;0;20;0;26
37811;5,458;41,7;27;0;19;25,3;0;13,8;22;20;22;0;26;9;7,8;16;22,9;18,9;28;18;11;0;6;43,25;0;0;0;18;46;0;11;0;19;47,6;22;0;0;0;0;30,5;23,8;17;0;28;0;21;12;20,1;0;0;0;25;0;20
37812;4,833;44,4;23;0;10;14,1;0;13,5;12;14;16;0;30;0;0;18;22,9;18,5;26;7;32;0;6;46,083;0;0;0;13;150;0;13;16,9;10;11;16;0;0;0;0;0;0;0;0;23;0;34;14;15,3;0;0;0;20;0;33
37813;4,292;0;43;0;10;20,1;0;19,7;15;15;17;0;31;11;9,7;16;21,3;15,8;33;43;10;0;26;52,739;0;0;0;23;43;0;14;14,8;14;29,3;29;0;20;26;0;21,4;28,2;0;0;19;0;20;15;10,2;0;0;0;15;0;25
37814;5,083;0;22;0;3;13,1;0;12;15;11;19;0;0;9;0;19;24,1;19,7;23;14;9;0;6;42,292;0;0;0;13;112;0;13;29,5;15;14,6;19;0;0;0;0;0;0;0;0;36;0;38;21;10;0;0;0;14;0;17
37815;3,875;0;5;0;8;18,5;0;9,8;10;13;9;0;0;9;8,7;12;18,2;10,8;25;10;9;0;5;31,65;0;0;0;8;32;0;15;29,7;5;14,6;14;0;0;0;0;18,7;0;0;0;13;0;12;12;9,2;29;0;28;11;0;22
37816;4,217;40,7;36;0;16;28,2;20,9;9,9;12;18;16;0;18;10;0;17;18,6;14,8;33;21;29;0;17;38,458;0;0;0;13;49;0;11;23,4;11;11;23;0;0;0;0;0;0;16;0;17;0;15;14;1,4;0;0;26;28;0;20
37817;0;50;31;0;16;28,2;0;14,2;19;21;28;0;17;9;8,5;16;21,6;16,2;35;29;24;0;17;46,083;0;0;0;20;72;0;11;25,7;10;16,5;28;0;29;0;0;23,1;33,9;15;0;34;0;23;17;16,8;0;8;0;33;0;22
37818;0;50,8;38;0;36;33,4;12,07;18;19;27;18;0;21;10;0;13;19,3;20,2;59;14;20;0;17;51,958;0;0;0;18;0;0;12;38,6;22;11;25;0;31;46;0;0;0;17;36;40;0;21;20;12,5;21;0;36;30;0;29
37819;0;41,8;30;0;0;26,2;0;21,6;21;42;26;0;15;15;7,9;27;24,8;21,8;16;28;23;0;11;65,375;0;0;0;18;0;0;14;0;0;29,3;31;0;0;0;0;39,9;37,2;0;0;48;0;23;20;20,1;27;14;34;29;0;29
37820;5,217;0;35;0;0;17,5;18,68;19;26;16;21;0;7;14;0;23;33,9;19,7;40;17;0;0;6;45,208;0;0;0;18;0;0;13;51,8;0;7,3;31;0;0;0;0;0;0;0;0;61;0;0;0;13,5;0;0;0;0;0;19
37821;4,667;0;0;0;0;0;0;18,6;16;11;17;0;0;8;6,3;21;8,6;16,9;49;0;0;0;11;42,375;32;0;0;18;0;0;7;12,8;0;34,8;19;0;24;0;0;42;26,1;0;0;26;0;0;0;18,5;0;15;0;0;0;17
37822;4,292;0;0;0;0;0;24,95;16,2;15;13;22;0;0;0;0;21;0;19,5;36;28;0;0;6;34,864;28;0;0;13;0;0;14;51,5;0;12,8;27;0;0;0;0;0;0;0;0;18;0;0;0;18,2;0;0;26;0;0;17
37823;5;170;48;0;0;36,4;0;24,6;24;24;21;0;17;13;7,2;27;31,3;23,2;0;31;17;0;12;52,652;42;0;0;6;0;0;13;63;0;23,8;39;0;47;28;0;53,5;38;20;45;65;0;25;29;23,4;0;24;41;0;0;20
37824;7,667;46,6;40;0;0;25,4;17,1;25,9;31;20;32;0;8;11;0;27;36,9;24,2;63;28;28;0;6;60,333;46;0;9;13;0;0;18;41,2;0;14,6;46;0;0;0;0;0;0;18;32;66;0;30;31;24,1;0;0;0;33;0;18
37825;4,609;28,6;37;0;13;21,9;0;13,7;18;17;24;0;17;13;6,6;25;26,6;21,8;0;30;14;0;6;51,833;35;0;7;3;0;0;11;38,4;16;53;30;0;0;0;0;42,5;36,1;28;38;36;0;24;23;13,4;31;16;30;32;0;18
37826;5,333;62,3;35;0;20;0;20,57;23,4;24;25;27;0;20;7;0;21;24,7;21,6;0;33;28;0;17;52,25;35;0;11;3;0;0;13;53,4;8;11;31;0;38;0;0;0;0;0;0;47;0;17;20;22,6;0;0;0;29;0;18
37827;5,478;0;29;0;69;0;0;22,5;28;24;26;0;22;11;8;28;30,4;19,7;0;34;26;0;26;58,667;41;0;12;6;0;0;18;47,9;18;23,8;30;0;0;0;0;44,5;38,8;0;0;52;0;25;28;14,6;0;19;0;39;0;23
