DsCzer02;DsDzia01;DsGlogNorw;DsGlogNorwArch;DsJelw05;DsJgGrottgeraPM;DsLegRzeczA;DsLegRzeczPM;DsLegSmok;DsLegZlotor;DsLubinMaj;DsNRudaSrebPArch;DsPolkKasz;DsSwidRynek;DsSwidRynekArch;DsSzczKopPM;DsWalbWysPArch;DsWrocKorzPMArch;DsWrocOrzech;DsWrocWie;DsWrocWisA;DsZgorzBohA;DsZgorzMar;KpBydgUjejskiego;KpBydgWPola;KpCiechoTezniowa;KpGrudzIkara;KpInowrSolan;KpNakloPiotraSkargi;KpSadlog;KpTorunDziewulsk;KpTorunLotnisko;KpTorunSzpMiejski;KpWloclLady;KpWloclOkrzei;KpWloclSielska;KpWolice;LbBialaPOrzechowa;LbBialaPPl.TrzechKrzyzy;LbChelmJagWIOS;LbChelmSzpWSSE;LbKrasnikKoszarowa;LbLeczna1000Lecia;LbLublinPiel;LbLublin_Sliwins_5;LbLublinSpokojna;LbLukowBrowarna;LbPulawySkowieszynska;LbRadzyPSitkowskiego;LbRejowiecFabrWIOS;LbTomaszowLubWIOS;LbZamoscHrubieszowsk;LbZamoscWSSE;LdKutnoWIOSMWilcza;LdLodzWIOSACzernik;LdLodzWIOSARubinst;LdLodzWSSEMLegiono;LdLodzWSSEMRudzka;LdPabianWIOSAKonstan;LdRadomsWSSEMZeromsk;LdSieradWSSEMGrunwal;LdSkiernWSSEMReymont;LdZgierzWSSEMStRynek;LuGorzowWIOS_AUT;LuGorzowWSSE_1;LuZgoraWIOS_AUT;MpBochniWSSEKons0105;MpChrzanWSSEGrzy0301;MpKrakowWIOSAKra6117;MpKrakowWIOSPrad6115;MpMaPodhWIOSKosc1508;MpMyslenWIOSRyne0906;MpNoTargWSSESzaf1102;MpNSaczWIOSPija6204;MpNSaczWSSETarn6202;MpOswiecWSSEWiez1301;MpProszWIOSKrol1404;MpSkawinWIOSOsie0606;MpTarnowWIOSSoli6303;MpTrzebiWIOSPils0303;MpWadowiWIOSPSka1805;MpWielicWIOSNiep1904;MzCiechStrazacka;MzLegionBronWSSE;MzLegionZegIMGW;MzNowDwChemWSSE;MzOstMazSikorWSSE;MzOstrolTargowa;MzOtwockBrzozWSSE;MzPiaseczDworWSSE;MzPiastowPulask;MzPlockKolegWSSE;MzPruszKraszeWSSE;MzRadomCz;MzRadomCzWSSE;MzTluszczJKiel;MzWarszAKrzywon;MzWarszBernWoda;MzWarszBielany;MzWarszBorKomWSSE;MzWarszKrucza;MzWarszSGGW;MzWarszZelazWSSE;MzWarZeganWSSE;OpBrzeg101;OpGlub1pyl;OpKlucz227;OpNamys2pyl;OpOlesno3pyl;OpPrud189p;OpStrzel247;PdBialyLegionowa8;PdLomzaSikorskiego;PdSuwPulaski;PkDebicaWSSEParkow;PkJasloWIOSFabr;PkJasloWIOSFlor2;PkKrosnoWSSEKisielewskiego;PkMielWIOSZarzStr;PkNiskoWIOSSzklar;PkPrzemWIOSPDom;PkPrzemyslWIOSMick;PkRzeszWIOSSzop;PkRzeszWSSEPilsud;PkRzeszWSSEWierzb;PkSanokWSSEJezier;PkTarnobWSSE1Maja;Pm.00.s481m;Pm.06.s712m;Pm11WLADw07m;Pm14TCZEw06m;Pm.15.s129m;Pm.63.s079m;Pm.63.wDSMm;SkKielJagiel;SkKielJagielWios;SkOstrowSams;SkOstrowWios;SkOzarowMiec;SkOzarowOsWz;SkPolanTrzc;SkStaracZlota;SlBielbBiel_kossa;SlCieszCies_dojaz;SlCzestCzes_baczy;SlDabroDabr_1000L;SlKatowKato_kossu;SlLubliLubl_piask;SlMiastMias_norwi;SlRacibRaci_boruc;SlRacibRaci_studz;SlRybniRybn_borki;SlWodziWodz_bogum;SlZabrzZabr_sklod;SlZawieZawi_pilsu;SlZawieZawi_zawie;SlZywieZywi_koper;WmDzialdWSSE_Biedraw;WmElblagWSSE_Krole;WmOlsztyWSSE_Zolnier;WmPuszcz_IOS_Borecka;WpGnieznoPM10;WpLeszno411000;WpOstrowWlkpPM10;WpPila5710111;WpPoznanPM10szpital;WpPoznanSzymanowskiego17;ZpGryfWiduchowa003;ZpKoszalinWSSE;ZpSwinoujscieWSSE;ZpSzcSzczecinekPSSE;ZpSzczecin002;ZpSzczecinWSSE
4;7;11;11;11,646;13;12,9;11;20,1;34,6;16;32;0;9;9;9,6;7;0;0;12,9;20,6;9;10;5;10;0;4;13;13;12,017;17;0;13;14;0;0;0;20;25;33,8;13,2;14,8;18;19,4;17,7;12;18;13;20;0;18;21,7;17,7;29;9;15,833;12;8;8;18;12;13;14;12,708;15,7;8;16;17;57,625;25,25;15;14;0;19,417;12;11;18;0;0;21,208;13;0;22;9;22;7;11;28,6;0;15;0;17;17;10;10;0;7;26;27,817;0;0;10;23;20;14;8;17;0;19;13;10;15;19,375;23,3;7;0;23;58;14,2;25;15;0;18,708;18;15;19;16;19;14;27;19;12;9;45;12;12;0;13;17;7;16;16;11;5;21;19;26;8;4;0;6;15;4;23;0;0;1;14,7;14,7;8,1;17,4;7;10;8;13,63;9;12;9,5;13;0;0;16,8;13
7;8;10;10;11,542;9;11,2;10;18,8;23,6;11;32;0;8;8;7,5;2;0;0;13,9;14,5;6;10;4;16;11,4;3;13;13;7,191;14;0;9;15;41;26,2;0;20;11;12,9;8,6;6,5;18,9;14,2;12,9;9,6;15;8;18;0;10,6;17,9;14,3;27;5;10,917;9;6;8;18;9;12;8;10,542;13,9;6;11;8;34,333;14,625;4;9;0;11,292;10;8;19;0;0;18,958;5;13;15;0;18;8;5;20,8;0;13;13;16;15;8;8;0;9;16;15,021;32;0;14;22;14;13;15;18;0;17;19;8;14;14,125;8,211;5;0;0;0;0;0;0;0;12,375;18;14;19;16;11;4;14;21;8;5;30;7;7;0;6;15;7;16;12;17;8;9;13;19;9;2;0;8;24;1;17;0;0;2;8,4;12,9;3,9;10,39;7;11;6;9,15;8;10;11,9;25;0;0;10,9;11
9;10;13;13;16,117;17;12,3;10;20;25,5;28;35;0;10;10;11,8;7;0;0;19,7;19,2;15;0;13;17;0;4;13;6;9,775;11;0;5;10;0;0;0;9;23;8,3;5,4;14,3;14,2;10,6;11,7;10;10;8,5;10;0;10,3;13,3;10,1;32;7;11,958;0;8;8;17;14;9;12;10,667;6,7;14;13;9;33,042;14,292;13;12;0;13,591;11;11;21;0;0;18,333;10;20;7;4;13;8;4;9,5;0;15;10;10;4;9;9;0;5;9;11,929;20;0;4;21;15;0;15;25;0;15;0;0;7;8,875;14,696;7;0;21;0;0;0;0;0;13,667;12;11;17;19;13;6;11;15;9;8;41;14;14;0;8;9;10;15;10;21;7;21;19;24;5;5;0;2;22;1;21;0;0;2;6,5;5,5;9,5;18,1;6;6;10;11,28;10;15;13,9;7;0;10;13,9;0
11;0;15;15;18,833;13;16;13;20;29;0;40;0;11;11;11;7;0;0;17,1;18;16;13;4;7;9,4;6;15;6;10,471;0;0;9;11;19,8;0;0;18;20;9,6;9,3;12,4;16,5;15,6;15,7;12,9;13;9,5;16;0;11,6;17,1;15,1;27;8;14,333;0;8;10;13;13;13;13;9,333;11,1;10;20;17;35,083;16,333;26;21;0;22,833;20;14;26;0;0;0;15;20;6;10;15;6;4;18,6;0;14;14;13;10;9;9;0;6;20;16,321;13;0;20;23;16;0;16;19;0;19;0;0;8;12,917;5,857;10;0;19;0;19,8;19,9;9;0;15,625;12;12;26;8;12;7;10;16;7;8;39;15;15;0;7;17;5;15;9;15;8;17;17;15;10;0;19;5;22;6;24;15;0;10;6,9;12,8;6,9;11,61;6;6;6;9,67;7;9;11,3;12;0;0;10,2;0
10;13;13;13;15,321;6;16,8;12;20;16,3;48;42;0;16;16;12;8;0;0;26,7;17,1;15;13;13;10;0;4;8;7;9,962;0;0;8;10;0;0;0;19;22;12,5;9,8;15,7;13,9;11,5;11;10,3;13;9,5;14;0;11,9;12,9;13,1;33;9;9,958;0;10;11;21;12;13;13;7,083;10,8;8;19;24;34,542;21,292;18;16;0;21,696;13;17;21;0;0;0;13;26;10;7;9;11;8;22,3;0;15;13;15;16;8;8;0;10;16;11,829;11;0;8;18;19;20;28;22;0;19;25;18;8;12,458;7,167;8;0;19;0;21,7;27,1;9;0;18,167;12;12;0;8;12;9;10;18;9;11;30;19;19;0;5;21;10;19;9;15;4;21;26;17;0;0;0;7;26;11;28;0;0;8;7,8;10,9;5,7;12,93;6;6;11;11,32;11;17;12,4;13;0;10;11,9;0
15;22;17;17;25,338;21;24,2;22;23,5;30,9;21;40;0;21;21;20,7;15;0;0;26,9;35,3;23;23;8;16;13,1;40;8;15;17,142;16;0;6;13;50,4;29,5;0;16;18;10;14,1;11,5;19,1;34,6;15,2;20,5;23;12,4;23;0;17,3;22,1;17,5;32;11;20,208;0;13;19;19;15;12;21;16,208;15,1;14;20;18;73,125;28,958;19;18;0;27,708;12;14;53;0;0;0;16;28;17;16;19;12;12;24,6;0;24;24;25;44;12;12;0;5;20;23,383;26;16,5;40,3;32;24;25;23;24;0;17;13;25;9;18,333;12,125;10;0;0;15;10,6;19,9;14;0;20,875;11;14;0;0;20;10;12;24;5;18;25;17;17;0;13;15;16;14;17;21;6;36;39;32;0;10;0;17;30;11;45;0;0;7;13;9,2;10,4;8,89;9;6;13;16,98;13;16;15,5;10;0;10;20,4;0
9;14;14;14;12,217;7;13,9;10;14,4;29,1;15;31;0;14;14;10,1;8;0;0;17,1;26,5;14;14;12;10;0;12;9;14;8,761;19;0;12;14;0;0;0;17;26;27,5;9,5;13,7;13,6;14,1;12,4;15;16;10,6;12;0;14,1;16,3;15,1;23;7;12,625;0;8;10;15;8;11;14;12,583;10,2;16;29;18;46,875;15,583;14;14;0;16,5;13;13;27;0;0;0;15;22;15;7;20;9;8;24,7;0;13;14;14;12;7;7;0;9;21;30,729;33;11;0;23;17;11;17;13;0;28;18;13;17;11,042;8,957;10;0;24;0;0;0;17;0;17,875;14;16;14;0;17;11;10;22;9;16;27;12;12;0;9;10;13;7;14;13;3;19;15;17;0;9;13;9;17;0;15;7;0;4;9,2;10,9;15,1;11,13;6;4;8;11,84;11;14;11;6;0;15;21,1;0
10;15;16;16;9,378;10;20,4;16;16;36,5;7;0;12,4;12;12;11,8;8;0;0;20,8;27,7;0;14;3;11;16,8;11;10;10;18,148;16;0;7;11;23,1;29,1;0;18;22;16,3;15,6;19,6;17,8;23,6;14,9;24,3;12;16,1;12;0;11,6;15,8;13,1;33;10;11,708;15;7;12;19;16;14;16;13,417;5,1;12;23;25;47,292;17,583;18;18;0;18,917;17;19;30;0;0;0;15;23;15;17;16;13;10;0;0;22;22;9;38;12;12;0;9;22;22;24;16,5;31,7;23;23;19;16;16;0;15;19;15;10;13,542;19,708;8;0;19;0;0;0;12;0;14,917;20;16;14;0;16;12;12;39;7;11;21;20;20;0;12;9;11;11;16;28;7;0;19;22;0;4;0;8;20;17;19;0;0;9;10,8;10,9;11,2;10,48;9;12;9;16,37;12;15;14,3;14;0;10;35,3;0
11;18;13;13;14,167;9;18,6;14;15,7;38,3;23;31;11,8;14;14;11,7;8;0;0;22,7;21,7;0;14;6;12;0;0;11;12;13,188;12;0;11;13;0;0;0;23;21;10,8;17;19;26,1;20,4;18,2;21,6;15;15,8;15;22,9;13,1;21,7;17,7;43;11;14,417;13;7;11;16;15;12;20;9,75;7,1;22;18;18;53;25;20;17;0;22,792;16;14;29;0;0;0;13;23;22;11;18;8;9;0;0;15;19;14;34;11;11;0;11;19;17,804;0;23,8;19,9;15;22;29;21;19;0;6;20;15;15;19,292;23,125;6;0;0;0;0;0;0;0;26,458;17;15;6;4;15;12;10;26;9;11;27;10;10;0;9;7;11;13;12;22;9;15;24;24;0;3;10;11;18;14;24;16;0;6;10,4;9,1;4,2;10,63;6;6;12;14,09;12;15;12,2;12;0;11;12,6;0
14;18;15;15;18,367;19;19,4;18;23,7;40,1;0;41;13,2;19;19;18;12;0;0;26;34,8;0;15;7;16;20,4;0;16;11;16,696;22;0;0;10;34,6;0;0;23;22;18,3;19,3;19;32,7;18,1;18,3;18,2;23;15,7;19;21,3;13,7;23,3;19,2;53;13;19,958;16;9;17;19;16;19;20;14,208;5,5;22;29;21;54,333;21,25;21;22;0;24,792;16;16;27;0;0;0;15;28;13;17;22;14;14;3,8;0;24;26;18;27;13;13;0;14;26;34,992;17;22;23,8;22;26;20;13;22;0;26;20;25;13;16,708;13,5;13;0;24;0;0;0;0;0;21,208;25;22;11;10;19;12;10;30;11;14;32;15;15;0;17;15;20;15;21;23;5;24;36;22;0;7;22;5;22;15;22;22;0;6;16,3;7,3;5,3;11,36;11;8;14;18,29;15;20;16,1;10;0;15;21,6;12
0;23;17;17;16,396;14;16,9;15;23,7;38,2;17;43;16,4;18;18;6,7;11;10;0;23,7;27,1;0;18;7;18;0;0;9;11;20,487;0;0;0;0;0;0;0;28;25;20,8;17,1;25,2;31;19,8;20,6;19,5;31;17;22;19,2;18;25;21,9;49;13;19,75;17;10;18;29;22;19;23;18,542;8,4;24;24;27;56,417;23,958;23;23;0;25,042;24;24;34;0;0;0;22;27;17;21;18;18;16;20,6;0;38;24;23;71;15;15;0;16;26;37,925;37;22;20;27;29;0;17;18;0;26;0;0;4;20,708;14,542;13;0;22;0;0;0;14;0;23,208;19;16;0;0;19;18;11;24;10;11;26;26;26;0;21;11;17;18;18;17;5;29;25;30;0;0;0;8;21;9;32;0;0;7;14,8;5,5;8,2;11,62;15;9;15;18,39;16;23;14,4;6;0;16;22,6;15
0;25;19;19;20,625;14;21;0;23,7;45,4;19;42;21,2;14;14;15,8;15;11;0;27,8;28,9;0;52;15;27;22,2;0;7;21;24,775;0;0;0;0;36,6;0;0;30;31;21,3;24,9;26;23;25,5;24,1;24,5;31;19,8;27;25;22,9;26,7;26,9;58;19;25,083;23;12;23;34;24;27;28;24,292;13,5;18;23;22;50,208;24,5;20;18;0;30,348;20;22;27;0;0;0;16;25;21;27;26;20;16;43,4;0;42;29;26;67;18;18;0;20;33;42,265;26;22;20,4;36;33;0;29;25;0;19;0;0;15;24,417;19,333;18;0;25;0;0;0;22;0;26,208;23;20;0;14;16;13;14;20;11;12;25;27;27;0;21;19;24;20;19;16;4;29;29,5;35;0;0;0;17;31;9;25;0;0;9;18;16,6;5,8;13,83;18;8;19;22,1;18;28;19,3;5;0;19;21,2;18
0;26;24;24;41,337;0;32,3;0;0;41,7;29;49;23,9;0;0;15;18;16;0;40,1;40;0;30;27;28;0;50;10;28;33,739;49;0;0;0;0;0;0;31;44;27,1;15,7;26,3;28,3;24,4;27,5;47,5;37;21,4;30;16,7;19,4;29,2;26,3;60;21;29,75;24;14;26;34;26;35;32;28,417;16,6;21;35;31;66,792;31,5;23;23;0;35,917;25;27;36;0;0;0;30;29;36;37;35;23;27;30,7;0;73;37;25;67;18;18;0;20;46;42,417;46;75;39,3;40;31;27;28;30;0;21;41;26;18;36;35,708;17;0;0;0;0;0;21;0;26,583;15;21;0;6;37;36;12;36;18;29;47;36;36;0;16;19;30;26;17;23;9;39;33,5;37;0;8;0;27;35;7;33;0;0;13;23;15,5;29,3;23,91;24;21;25;31,29;24;35;25,2;3;0;36;35,4;35
25;30;0;0;39,821;0;39,2;37;57,9;52,7;33;48;28,1;23;23;20,7;28;17;0;34;42;31;0;14;13;22,2;26;15;26;31,317;32;0;0;0;46,7;39,6;0;32;48;22,1;4,5;20,3;32,4;38,8;25,3;34,9;37;22,9;33;0;19,1;24,6;27,8;55;17;33,792;20;14;21;33;30;28;28;31,958;8,8;23;40;37;74,458;36,083;32;27;0;42,522;35;33;0;0;0;30,542;36;34;28;27;34;19;25;0;0;70;41;27;0;21;21;0;14;47;40,187;29;25,6;0;0;34;35;26;25;48;19;39;0;27;48,75;44,125;0;0;26;0;0;0;27;0;28,875;0;0;16;18;25;21;24;38;12;22;36;38;38;0;20;36;35;21;24;31;4;43;37;47;0;9;21;15;39;21;35;38;0;20;19,8;3,7;24,6;24,66;24;25;31;33,19;21;0;18,5;5;0;19;30,8;20
20;26;21;21;31,282;8;20,6;22;14,9;18,2;16;40;13,5;17;17;11,9;17;15;0;47,3;38,6;24;30;16;31;0;20;8;19;22,463;32;0;0;0;0;0;0;28;28;24,6;24,1;14,3;32,8;30,4;30,1;29,3;38;21,7;30;0;31;43,3;47,8;47;15;20,625;19;10;17;26;16;20;23;24,292;11,1;24;34;22;94,292;46,083;39;43;0;56,75;31;26;0;0;0;43,333;46;42;21;18;20;13;16;13,4;0;29;35;20;0;19;19;0;15;31;32,143;35;45,7;32,5;24;25;18;23;21;28;36;27;0;27;18,625;20,87;23;0;33;0;0;0;30;0;56;26;23;15;22;21;16;15;0;9;22;36;20;20;0;18;40;26;20;22;48;6;27;31,4;33;0;10;0;17;29;16;41;0;0;26;14,2;7,4;8,3;15,48;16;18;13;23,73;19;32;17;12;0;18;27,7;20
18;29;26;26;0;18;27,5;26;66,2;34,7;0;42;17,4;19;19;17,6;0;13;7;35;39,9;32;27;15;24;14,8;17;8;11;21,837;26;0;0;0;32,2;40,3;0;32;44;26,3;13,1;14,5;28,1;24,8;24,9;23,9;33;23,1;26;23,6;19,7;30;23,1;0;14;22,333;20;11;27;25;27;25;27;20,25;5;36;37;24;89,136;27,958;17;16;0;43,25;31;25;0;0;0;25,917;12;34;29;21;35;13;18;0;0;44;31;25;0;19;19;0;15;20;43,868;27;20,1;38,8;25;24;28;44;32;28;21;33;27;18;24,125;23,083;40;0;0;16;0;0;0;0;39,083;51;35;25;27;22;16;13;0;9;22;34;24;24;0;16;42;20;16;24;37;2;27;39;34;0;8;0;30;29;23;32;0;0;22;14,2;9,2;8,4;16,01;20;15;26;18,56;15;20;15,4;10;0;12;18,9;16
30;34;27;27;49,638;11;32,6;24;23,6;34,6;25;53;26,3;30;30;23,4;28;15;11;25,6;34,2;36;25;14;27;0;15;16;16;17,652;19;0;0;0;0;0;0;17;22;27,5;18,5;17,2;29,9;24,5;25;24,2;38;18,2;23;18,3;18,9;22,5;22,2;0;16;25,75;20;12;24;28;23;26;26;19,875;14,9;38;38;33;0;41,375;38;34;0;49,909;30;34;0;0;0;47,208;37;29;17;23;29;14;13;0;0;40;37;24;0;0;0;0;14;24;34,117;33;22;44,8;25;20;0;24;24;49;29;0;27;19;19,25;17,75;0;0;36;0;0;0;0;0;51,083;30;20;20;17;14;19;0;0;10;17;33;28;28;0;23;47;38;19;26;51;3;56;46,3;50;0;18;0;37;52;37;52;0;0;26;11,3;12,8;25,3;13,07;27;10;24;21,05;19;29;14;10;0;12;20,2;17
16;20;23;23;20,154;19;23,4;18;23,6;20;23;40;15,3;18;18;10,2;14;12;12;35,2;33,6;23;12;7;25;20,3;11;17;16;20,404;0;0;0;0;46,6;0;0;21;21;15,8;12,8;16,3;24,3;22,8;20,8;24,1;32;19,5;22;15,8;20,4;20,8;21,9;0;15;23,375;18;10;19;27;25;27;25;28,5;5;24;30;28;0;29,417;38;29;0;51,909;26;22;0;0;0;33,5;33;34;14;0;18;13;14;7,7;0;30;33;18;0;15;15;0;9;20;28,467;22;22;34,6;17;18;31;25;26;34;28;41;0;19;21,542;23,792;34;0;45;0;0;0;44;0;43,542;45;31;35;22;14;18;0;0;10;13;33;24;24;0;22;32;19;20;26;33;2;29;47;25;0;0;34;20;21;10;29;25;0;19;12,6;7,4;10,8;14,4;28;10;32;19,89;21;35;19,7;11;0;15;26;18
12;15;19;19;18,746;13;13,6;11;23,6;25,5;9;41;12,2;9;9;12,5;15;12;12;16,1;31;15;0;12;14;0;7;11;18;13,688;0;0;0;0;0;0;0;21;22;17,5;14,1;17,4;18,5;18,8;21,3;27,5;21;13,1;18;17,1;19,6;22,5;23,6;0;9;15,261;12;6;13;21;14;12;17;18,542;5;22;18;18;0;38,583;22;24;0;31,87;14;16;0;0;0;33,542;19;34;14;0;24;6;8;19,2;0;22;22;10;0;11;11;0;16;19;21,796;20;16,5;20,4;15;15;0;18;16;26;29;0;0;19;24,261;20,125;29;0;41;0;0;0;31;0;46,417;38;31;0;16;12;13;0;0;6;14;31;14;14;0;17;40;32;16;14;27;2;27;31;37;0;0;0;14;29;4;29;0;0;4;5,7;9,2;4,7;7,3;11;10;12;15,66;8;13;10,5;19;0;9;15,5;12
12;18;12;12;22,242;8;17,4;14;58,5;18,2;17;37;8,3;12;12;7,8;11;10;11;23,2;30,4;20;0;10;25;22,2;13;14;15;19,409;29;0;0;0;38,6;29,6;0;16;20;31,7;13,3;18,5;15,5;19,5;17,2;28,4;13;13,5;16;0;14,2;15,8;17,6;0;12;15,25;16;9;15;23;18;17;27;14,167;5,3;16;24;26;65,875;23,292;18;22;0;26,792;19;20;0;0;0;23,625;21;33;38;14;23;14;7;13,5;0;33;23;16;0;15;15;0;15;20;19,122;25;14,6;81,5;18;19;24;16;22;17;30;50;25;15;15,125;16,333;25;0;0;0;0;0;34;0;24,083;35;28;0;18;20;21;0;0;11;23;32;20;20;0;12;42;34;15;15;21;3;31;24,8;29;0;12;10;20;25;19;29;35;0;20;10,9;5,6;6,6;15,78;17;14;18;15,88;13;21;11,4;9;0;12;15,4;16
9;12;13;13;17,391;7;16,2;9;21,8;29;12;31;11,8;11;11;8,1;11;13;14;26,4;27;12;0;13;14;0;12;10;0;20,396;10;0;0;0;0;0;0;25;28;34,6;22,5;19,7;40,2;24,8;26,8;28,6;24;19,1;22;0;23,2;29,6;33,8;0;9;20,417;10;6;15;19;15;14;16;16,083;5;16;14;10;0;30,5;16;19;0;37,435;16;10;0;0;0;30,583;20;26;16;10;24;7;12;21,1;0;31;26;14;0;15;15;0;7;26;34,311;19;36,6;0;22;18;19;16;18;23;15;43;12;14;28,2;23,565;17;0;19;3;0;0;18;0;36,375;24;13;7;8;25;16;0;0;12;16;28;11;11;0;15;66;38;16;16;23;1;33;31;29;0;7;0;9;25;1;23;0;0;2;12,8;5,6;21,1;20,72;12;6;8;16,96;8;13;9,3;7;0;12;16,6;10
12;13;8;8;13,042;7;13,6;12;14,3;36,4;0;33;9,6;7;7;1,8;7;0;7;18,5;20,8;14;0;13;21;14,8;12;15;0;6,254;10;18;0;0;24,2;20,3;0;15;30;14,2;7,9;21;18,4;8,2;15,1;13,2;14;8,8;11;0;8,9;14,2;13,6;0;6;9,708;9;5;8;12;12;10;11;11,25;5;8;14;16;0;14,958;20;13;0;16,375;15;13;0;0;0;18,875;14;39;9;7;22;0;3;9,3;0;13;11;8;0;8;8;0;19;22;0;27;18,3;14;12;12;21;20;0;9;22;31;14;17;11,583;13,292;26;0;35;0;0;0;28;0;13,417;35;23;0;18;12;9;0;0;7;15;24;10;10;8;5;34;24;9;8;13;4;9;15;19;10;2;14;9;15;12;19;10;0;13;3,9;5,5;11,9;12,79;8;13;10;10,67;10;14;10;12;0;0;11,9;15
15;29;18;18;24,108;11;25,9;17;63,1;32,7;27;42;17,6;19;19;13,3;15;14;13;36,4;35,5;22;0;17;26;0;18;15;0;21,571;43;32;0;0;0;0;0;20;14;8,3;24,2;15,9;15,4;25,8;17,5;24,8;16;19,9;15;7,5;13,6;20;19,5;0;15;20,042;20;12;20;25;26;21;29;23,917;13,1;20;29;25;61,2;31,833;23;20;0;28,583;22;21;0;0;0;28,458;22;31;6;22;24;15;12;22,3;0;48;29;23;0;19;19;0;16;22;26,877;15;20,1;14;25;27;29;27;0;35;15;6;25;8;0;19,708;14;0;0;0;0;0;0;0;20,75;21;13;6;0;23;24;13;22;15;24;50;30;30;16;14;35;29;19;17;25;0;47;32,3;30;16;6;0;27;28;19;30;0;0;12;16,6;16,7;17,6;18,11;22;13;21;23,56;18;27;18,1;17;0;31;22,3;20
16;24;20;20;20,196;13;27,5;25;41;49,7;19;0;20,2;19;19;11,4;15;18;21;31;35,3;23;0;10;0;16,7;10;10;0;22,808;39;22;0;0;18,5;0;0;29;20;9,6;22,6;16;19;26,1;25,5;27,8;30;21;25;5,4;20,9;27,9;23,5;0;15;26,458;17;0;20;28;24;19;20;26,375;12,4;14;25;25;71,875;37,125;21;21;0;31,15;17;19;0;0;0;31;22;30;20;14;27;8;12;20,4;20;24;24;19;0;16;16;0;9;31;28,942;32;25,6;18,2;21;24;0;20;0;45;34;0;0;18;0;30,833;23;0;26;0;0;0;0;0;27,917;31;17;0;11;16;14;20;27;4;19;42;23;23;20;19;0;0;18;20;25;3;0;35;46;16;10;0;32;34;18;30;0;0;12;16,3;3,7;2,2;19,96;17;4;18;24,54;16;22;16,2;12;0;12;19,3;16
12;23;15;15;22,892;4;23,3;15;41;32,7;13;0;14,3;16;16;13,7;13;13;18;6,8;21,2;21;0;14;0;0;7;6;0;17,029;0;0;0;0;0;0;0;23;18;19,2;21,8;16,9;18,6;20,8;21,1;24,1;15;17,4;22;7,5;15,9;23,3;22,6;0;10;20,083;11;0;12;17;18;14;14;23,333;5;10;16;10;51,375;26,333;18;15;0;23,636;0;11;0;0;0;27,167;19;36;28;9;24;8;8;26;12;20;20;11;0;11;11;0;7;20;31,326;19;12,8;16,1;15;14;0;15;0;37;42;0;0;19;24,375;21,917;15;0;31;0;0;0;25;0;27,542;30;17;0;19;23;18;14;26;11;20;50;18;18;0;14;0;0;15;14;17;3;21;26,3;27;9;0;0;16;25;11;25;0;0;4;9,9;5,5;6,7;24,66;7;4;9;14,93;10;0;13,3;30;0;13;19,8;14
10;13;11;11;13,175;8;14,6;0;41;14,6;38;0;10,6;9;9;10;9;7;6;11,5;16,7;13;0;16;0;18,5;3;11;0;10,296;0;0;0;0;23,8;0;0;18;19;26,3;28,4;14,4;17,7;14,6;14,5;15,2;22;12;12;4,6;11,5;15;15,3;0;7;12,136;9;0;12;11;14;10;11;9,125;5;8;9;10;27,708;16,708;13;10;0;18,522;11;9;0;0;0;18,792;12;33;16;10;20;3;7;22,3;18;15;16;13;0;7;7;0;8;19;19,582;21;11;10,1;10;10;15;11;0;19;15;16;36;15;16,682;14;22;0;25;6;0;0;25;0;19,417;31;20;0;16;11;11;16;16;7;14;41;12;12;0;4;0;0;6;11;13;1;13;21,4;17;6;0;4;4;19;3;17;26;0;3;6,1;3,7;31,4;9,95;5;4;6;10,37;5;0;10,4;23;0;0;13,1;10
9;10;8;8;7,704;12;11,4;0;5,7;30,9;19;0;6,5;6;6;7,3;6;7;4;13,2;19,2;10;0;7;0;0;6;8;0;8,675;22;10;0;0;0;0;0;12;15;7,5;8,9;15;15,4;8,6;11,3;9,8;17;27,1;13;8,8;9,8;15,8;14,4;0;4;9,263;7;0;7;14;12;10;10;8;5;4;15;12;33,542;13,833;12;7;0;13,391;10;11;0;0;0;17,125;8;16;15;8;16;14;1;14,8;28;8;16;9;0;6;6;0;7;16;14,986;17;29,3;37,7;9;11;15;15;0;11;26;24;9;13;12,091;9,522;16;0;0;0;0;0;12;0;15,833;17;9;0;0;8;9;15;17;0;13;36;8;8;11;7;0;0;9;9;13;3;15;12,2;13;10;3;0;1;11;0;4;0;0;3;3;5,6;4,8;8,8;5;6;5;6,46;7;8;8,2;38;0;0;8,9;10
9;11;0;0;11,267;14;15,4;0;9,4;67,3;0;0;9;0;0;8,8;6;9;6;11,1;22,4;13;0;9;0;11,2;10;0;0;8,239;17;19;0;0;23,1;24,8;0;16;18;10,4;16,8;15,4;15,8;14,7;12,7;17,8;18;10,7;14;11,7;10,7;16,7;16,5;0;5;11,333;9;11;6;14;13;13;15;9,042;5;6;25;21;36,5;20,25;16;14;0;21,227;14;15;0;0;0;23,667;14;13;17;9;20;17;4;19;25;13;17;11;0;8;8;0;15;15;12,212;12;31,1;0;13;14;35;25;0;20;9;28;13;9;15,583;10,583;11;0;18;0;0;0;11;0;13,417;21;8;24;0;11;6;14;14;3;7;42;16;16;7;5;0;0;16;8;17;4;19;16,3;20;14;2;0;5;17;0;9;0;0;5;5,2;3,6;9,2;10,07;9;11;8;5,85;10;14;13,6;43;0;0;10,8;13
